	target_id	test_stat	pval	qval	rss	sigma_sq	tech_var	mean_obs	var_obs	sigma_sq_pmax	smooth_sigma_sq	final_sigma_sq	degrees_free
1	ENSRNOG00000017716	38.6549416467064	5.05750495034181e-10	7.14676024532801e-06	93.4726282291421	18.6941748245924	0.000350821236039612	3.25304733818799	18.6945256458284	18.6941748245924	0.0960843520184546	18.6941748245924	1
2	ENSRNOG00000023896	29.5224331911683	5.52732289256177e-08	0.000390532998973952	6.74850815778377	1.34480301302738	0.0048986185293784	5.86655408061633	1.34970163155676	1.34480301302738	0.0241499143842566	1.34480301302738	1
3	ENSRNOG00000009715	28.0595157556663	1.17641232284045e-07	0.000478845323644494	11.1916506360688	2.237676521943	0.00065360527077247	8.19419032156553	2.23833012721377	2.237676521943	0.0417189215997385	2.237676521943	1
4	ENSRNOG00000012879	27.3538041687046	1.69430798826868e-07	0.000478845323644494	44.4320254277811	8.81264523362987	0.0737598519263414	5.16474768885481	8.88640508555621	8.81264523362987	0.0311744026839505	8.81264523362987	1
5	ENSRNOG00000055909	27.5018415393437	1.56944996250239e-07	0.000478845323644494	31.8211659967543	6.36144496122321	0.0027882381276573	7.78636866652604	6.36423319935087	6.36144496122321	0.036117187987612	6.36144496122321	1
6	ENSRNOG00000009686	25.5992096893628	4.20211468610652e-07	0.000648031386994407	28.9068126640325	5.70216557054786	0.0791969622586323	4.03022198999678	5.78136253280649	5.70216557054786	0.0615359939475047	5.70216557054786	1
7	ENSRNOG00000011907	26.1320150336201	3.18853163980416e-07	0.000648031386994407	28.9389284124121	5.71120541516609	0.0765802673163267	4.16895579424615	5.78778568248241	5.71120541516609	0.0565458847328229	5.71120541516609	1
8	ENSRNOG00000015187	25.9033580264067	3.58944185747747e-07	0.000648031386994407	2.97817784440328	0.592053354201242	0.00358221467941397	6.0856933706072	0.595635568880655	0.592053354201242	0.0235056595099241	0.592053354201242	1
9	ENSRNOG00000021405	25.6148144740692	4.16826944876164e-07	0.000648031386994407	37.1838876557857	7.43557297297214	0.0012045581850096	8.4538897983032	7.43677753115715	7.43557297297214	0.0457366826600618	7.43557297297214	1
10	ENSRNOG00000036680	25.4305897794447	4.58588484179752e-07	0.000648031386994407	10.4794769139595	2.08844862016783	0.00744676262405815	5.60540590298256	2.09589538279189	2.08844862016783	0.0258676404320679	2.08844862016783	1
11	ENSRNOG00000023828	25.0234406690735	5.6637550996877e-07	0.000692847868249405	3.09554610921837	0.616470438371684	0.00263878347198986	6.19098579189621	0.619109221843674	0.616470438371684	0.0234108761986618	0.616470438371684	1
12	ENSRNOG00000060293	24.9500036370375	5.88364193545599e-07	0.000692847868249405	4.59984018860412	0.918640259773222	0.00132777794760344	7.20292132209421	0.919968037720823	0.918640259773222	0.0294292719278969	0.918640259773222	1
13	ENSRNOG00000051912	23.9909686613923	9.67886449727302e-07	0.00105209257085358	10.9491526710534	2.18774103793001	0.00208949628067786	7.18182579523289	2.18983053421068	2.18774103793001	0.0292137576931683	2.18774103793001	1
14	ENSRNOG00000008079	23.5233319065759	1.2340810372019e-06	0.00124562850976429	2.68996855143631	0.537147620752791	0.000846089534471057	7.47082886437581	0.537993710287263	0.537147620752791	0.0323205683087241	0.537147620752791	1
15	ENSRNOG00000006675	22.9916494688451	1.62706610941631e-06	0.00135247477600952	3.46764576058567	0.693510137032364	1.90150847702371e-05	11.1659077451029	0.693529152117132	0.693510137032364	0.116686860710849	0.693510137032364	1
16	ENSRNOG00000022932	23.0869329588848	1.54839423220741e-06	0.00135247477600952	2.00375746862609	0.397611945956515	0.00313954776870182	6.10346994725997	0.400751493725217	0.397611945956515	0.0234795752090927	0.397611945956515	1
17	ENSRNOG00000053244	22.9930852529528	1.62585138366676e-06	0.00135247477600952	2.06228872360369	0.41208537346388	0.000372371256858079	7.98223022112646	0.412457744720739	0.41208537346388	0.0387045793337095	0.41208537346388	1
18	ENSRNOG00000005003	21.8489771669063	2.94973795090402e-06	0.0014815811453025	29.4147730920288	5.71664136950267	0.166313248903091	3.49989395394838	5.88295461840575	5.71664136950267	0.0830332362786743	5.71664136950267	1
19	ENSRNOG00000005266	22.2990203016579	2.33325616398566e-06	0.0014815811453025	1.74434307427148	0.347451158561473	0.00141745629282388	6.74208754190447	0.348868614854296	0.347451158561473	0.025319698878544	0.347451158561473	1
20	ENSRNOG00000006931	22.3345662315981	2.29046439609838e-06	0.0014815811453025	3.51407640655691	0.694994337851351	0.00782094346003153	5.11804701827911	0.702815281311383	0.694994337851351	0.0319242447131322	0.694994337851351	1
21	ENSRNOG00000010610	22.1552765282745	2.51463880770039e-06	0.0014815811453025	11.5034691896578	2.27770064856482	0.0229931893667424	4.31744805042641	2.30069383793156	2.27770064856482	0.0513879553292799	2.27770064856482	1
22	ENSRNOG00000012269	22.1079426827445	2.57741117462574e-06	0.0014815811453025	1.87090017173102	0.373686708484327	0.000493325861876822	7.8286230344546	0.374180034346203	0.373686708484327	0.036659877154328	0.373686708484327	1
23	ENSRNOG00000013160	21.7257639034822	3.14538492386065e-06	0.0014815811453025	1.22349672483329	0.242623052221178	0.00207629274548101	6.25783933506769	0.244699344966659	0.242623052221178	0.0234271463546083	0.242623052221178	1
24	ENSRNOG00000019626	21.7309956718317	3.13681874151274e-06	0.0014815811453025	2.34082258170199	0.467831871121399	0.000332645218997854	8.29009269673421	0.468164516340398	0.467831871121399	0.0431597274091122	0.467831871121399	1
25	ENSRNOG00000028274	21.9670657495366	2.77369476508575e-06	0.0014815811453025	1.24875640328175	0.247407978052451	0.00234330260389814	6.13745985424977	0.24975128065635	0.247407978052451	0.0234410116004446	0.247407978052451	1
26	ENSRNOG00000058855	21.8168686391322	2.99951402822708e-06	0.0014815811453025	4.24271940716558	0.833201584918212	0.0153422965149043	4.32535442265112	0.848543881433118	0.833201584918212	0.0511227672981328	0.833201584918212	1
27	ENSRNOG00000040108	21.7645843890932	3.08237738694037e-06	0.0014815811453025	12.1027984427737	2.41646878056879	0.00409090798595466	7.11195483294773	2.42055968855474	2.41646878056879	0.0285121381060318	2.41646878056879	1
28	ENSRNOG00000052810	21.824575542805	2.98749010665062e-06	0.0014815811453025	18.2501104973729	3.64955356164753	0.000468537827040341	8.68441255614068	3.65002209947458	3.64955356164753	0.0496236228889827	3.64955356164753	1
29	ENSRNOG00000057144	21.8168686391322	2.99951402822708e-06	0.0014815811453025	4.24271940716558	0.833201584918212	0.0153422965149043	4.32535442265112	0.848543881433118	0.833201584918212	0.0511227672981328	0.833201584918212	1
30	ENSRNOG00000054438	21.873691647923	2.91198961505203e-06	0.0014815811453025	19.3470413061134	3.84868053880564	0.020727722417034	5.12316502584584	3.86940826122267	3.84868053880564	0.0318398517363532	3.84868053880564	1
31	ENSRNOG00000021209	21.3028482669556	3.92148401054665e-06	0.00178756421138821	1.42809659007864	0.282563245845717	0.00305607217001115	6.20473635610167	0.285619318015728	0.282563245845717	0.0234092745499432	0.282563245845717	1
32	ENSRNOG00000008209	20.9247021499161	4.77694661173198e-06	0.00198538331089367	1.06554637901975	0.212544478412078	0.00056479739187198	7.54190958722084	0.213109275803951	0.212544478412078	0.0331375766813323	0.212544478412078	1
33	ENSRNOG00000016173	20.9400201630179	4.73890139247501e-06	0.00198538331089367	3.71485733614874	0.742651907372031	0.000319559857716844	8.28594368844614	0.742971467229748	0.742651907372031	0.0430963718578942	0.742651907372031	1
34	ENSRNOG00000053201	21.0407973329511	4.49607098738613e-06	0.00198538331089367	2.153872044826	0.428423898995251	0.00235050996994949	6.25091012309089	0.430774408965199	0.428423898995251	0.0234226224591611	0.428423898995251	1
35	ENSRNOG00000002212	20.6335422260335	5.56131849844257e-06	0.002176061629092	1.56321886842368	0.312287881663834	0.000355892020901785	8.108939919597	0.312643773684735	0.312287881663834	0.0404789017583944	0.312287881663834	1
36	ENSRNOG00000030665	20.5871573594411	5.69770577286846e-06	0.002176061629092	2.53592954834321	0.499562423882167	0.00762348578647408	5.22990745282076	0.507185909668642	0.499562423882167	0.0302073388413433	0.499562423882167	1
37	ENSRNOG00000010124	20.6592071267659	5.48726804106983e-06	0.002176061629092	1.35311163206288	0.26732615887635	0.00329616753622622	5.92605739052477	0.270622326412577	0.26732615887635	0.0239170754032166	0.26732615887635	1
